id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,bed_bth_ratio,zip code region,factor levels,blocks
1202000200,2014-11-03T00:00:00Z,12.358793732547838,3,2,7.444248649496705,4697,1.5,0,0,5,6,1710,0,1941,98002,47.3048,-122.218,6.937314081223682,4705,0.6666666666666666,Region 1,factor 3,Block 2
1794500383,2014-06-26T00:00:00Z,13.750438561220559,3,1.75,7.803843303538772,2691,2,0,0,3,8,1750,700,1915,98119,47.6386,-122.36,7.473069088032197,3573,0.5833333333333334,Region 2,factor 3,Block 3
3303700376,2014-12-01T00:00:00Z,13.410545324897761,3,1,7.24422751560335,1581,1.5,0,0,5,8,1400,0,1909,98112,47.6221,-122.314,7.528331766707247,3861,0.3333333333333333,Region 2,factor 3,Block 1
5101402488,2014-06-24T00:00:00Z,12.989974189358584,3,1.75,7.326465613840322,6380,1,0,0,3,7,790,730,1948,98115,47.695,-122.304,7.326465613840322,6235,0.5833333333333334,Region 2,factor 3,Block 2
1873100390,2015-03-02T00:00:00Z,13.485616636703183,4,2.5,7.851661177889265,7173,2,0,0,3,8,2570,0,2005,98052,47.7073,-122.11,7.874739125171811,6026,0.625,Region 1,factor 3,Block 4
8562750320,2014-11-10T00:00:00Z,13.271645080120082,3,2.5,7.749322464660356,3980,2,0,0,3,8,2320,0,2003,98027,47.5391,-122.07,7.855544677915663,3980,0.8333333333333334,Region 1,factor 3,Block 3
2426039314,2014-12-01T00:00:00Z,12.542544882151386,2,1.5,7.081708586105575,1265,3,0,0,3,7,1190,0,2005,98133,47.7274,-122.357,7.237059026124737,1756,0.75,Region 2,factor 3,Block 1
0461000390,2014-06-24T00:00:00Z,13.440817108522863,4,1.75,7.753623546559746,5000,1.5,0,0,4,7,1510,820,1929,98117,47.6823,-122.368,7.286191714702382,5000,0.4375,Region 2,factor 3,Block 3
7589200193,2014-11-10T00:00:00Z,13.190022025878143,3,1,6.993932975223189,3000,1.5,0,0,4,8,1090,0,1929,98117,47.6889,-122.375,7.358830898342354,5080,0.3333333333333333,Region 2,factor 3,Block 1
7955080270,2014-12-03T00:00:00Z,12.683858415217964,4,2.75,7.630461261783627,6659,1,0,0,3,7,1280,780,1981,98058,47.4276,-122.157,7.61085279039525,8720,0.6875,Region 1,factor 3,Block 3
9547205180,2014-06-13T00:00:00Z,13.453104939316557,3,2.5,7.7406644019172415,3060,1.5,0,0,3,8,1510,790,1930,98115,47.6827,-122.31,7.371489295214277,3264,0.8333333333333334,Region 2,factor 3,Block 3
9435300030,2014-05-28T00:00:00Z,13.217673557208654,4,1,7.414572881350589,34848,1,0,0,1,5,930,730,1933,98052,47.6621,-122.132,7.67786350067821,11467,0.25,Region 1,factor 3,Block 2
2768000400,2014-12-30T00:00:00Z,13.369223455335854,4,2,7.7664168980196555,6000,2,0,0,4,8,2360,0,1904,98107,47.6702,-122.362,7.455876687491824,4700,0.5,Region 2,factor 3,Block 3
7895500070,2015-02-13T00:00:00Z,12.388394202324129,4,1,7.106606137727303,8075,1,0,0,2,7,890,330,1969,98001,47.3341,-122.282,7.162397497355718,7800,0.25,Region 1,factor 3,Block 1
2078500320,2014-06-20T00:00:00Z,13.312983737012978,4,2.5,7.8709295967551425,7553,2,0,0,3,8,2620,0,1996,98056,47.5301,-122.18,7.8709295967551425,11884,0.625,Region 1,factor 3,Block 4
5547700270,2014-07-15T00:00:00Z,13.345506928718539,4,2.5,7.851661177889265,5520,2,0,0,3,9,2570,0,2000,98074,47.6145,-122.027,7.8119734296220225,5669,0.625,Region 1,factor 3,Block 4
7766200013,2014-08-11T00:00:00Z,13.560618308335483,4,2.25,8.347590407030058,24186,1,0,0,3,8,2600,1620,1984,98166,47.445,-122.347,7.787382026484701,30617,0.5625,Region 2,factor 3,Block 4
7203220400,2014-07-07T00:00:00Z,13.666998948650464,5,2.75,8.187299270155147,5639,2,0,0,3,9,3595,0,2014,98053,47.6848,-122.016,8.195609567288775,5639,0.55,Region 1,factor 3,Block 4
9270200160,2014-10-28T00:00:00Z,13.437174117244362,3,1,7.358830898342354,2280,2,0,0,3,7,1570,0,1922,98119,47.6413,-122.364,7.365180126021013,2640,0.3333333333333333,Region 2,factor 3,Block 2
1432701230,2014-07-29T00:00:00Z,12.641096555879882,3,1,7.154615356913663,9656,1,0,0,4,6,920,360,1959,98058,47.4485,-122.175,7.200424892944957,8808,0.3333333333333333,Region 1,factor 3,Block 1
8035350320,2014-07-18T00:00:00Z,13.098070684835283,3,2.5,8.058327306580958,13603,2,0,0,3,8,3160,0,2003,98019,47.7443,-121.977,8.022896869601457,9232,0.8333333333333334,Region 1,factor 3,Block 4
8945200830,2015-03-25T00:00:00Z,12.257193425037888,3,1,6.897704943128636,8528,1,0,0,3,6,990,0,1966,98023,47.3066,-122.371,7.113142108707088,8840,0.3333333333333333,Region 1,factor 3,Block 1
4178300310,2014-07-16T00:00:00Z,13.573438996764546,4,2.5,7.736307096548285,13416,2,0,0,4,9,2290,0,1981,98007,47.6194,-122.151,7.893572073504902,13685,0.625,Region 1,factor 3,Block 3
9215400105,2015-04-28T00:00:00Z,13.017002861746503,3,1.75,7.1308988302963465,5963,1,0,0,4,7,1250,0,1953,98115,47.6796,-122.301,6.877296071497429,5100,0.5833333333333334,Region 2,factor 3,Block 1
0822039084,2015-03-11T00:00:00Z,14.115615150414612,3,2.5,7.920446505142607,65005,1,1,2,5,9,2165,588,1953,98070,47.4041,-122.451,7.893572073504902,72513,0.8333333333333334,Region 1,factor 3,Block 4
5245600105,2014-09-16T00:00:00Z,12.337100907936577,3,1,7.081708586105575,9199,1,0,0,3,7,1190,0,1955,98148,47.4258,-122.322,7.081708586105575,9364,0.3333333333333333,Region 2,factor 3,Block 1
7231300125,2015-02-17T00:00:00Z,12.751299696013497,5,2.5,8.055157731819678,9134,1,0,0,4,8,1640,1510,1966,98056,47.4934,-122.189,7.595889917718538,9133,0.5,Region 1,factor 3,Block 4
7518505990,2014-12-31T00:00:00Z,13.304684934198283,3,1.75,7.251344983372214,4080,1,0,0,4,7,1000,410,1950,98117,47.6808,-122.384,7.251344983372214,4080,0.5833333333333334,Region 2,factor 3,Block 1
3626039271,2015-02-05T00:00:00Z,13.279367126213993,2,1.75,7.590852123688581,8550,1,0,0,3,7,990,990,1981,98117,47.6989,-122.369,7.299797366758161,6738,0.875,Region 2,factor 3,Block 3
4217401195,2015-03-03T00:00:00Z,13.732128949025222,5,2.25,7.912056888179006,6000,1.5,0,0,3,8,2130,600,1927,98105,47.6571,-122.281,7.912056888179006,6000,0.45,Region 2,factor 3,Block 4
9822700295,2014-05-12T00:00:00Z,13.693342923990066,4,2.5,7.948031990637284,5000,2,0,0,3,9,2830,0,1995,98105,47.6597,-122.29,7.575584651557793,5000,0.625,Region 2,factor 3,Block 4
9478500640,2014-08-19T00:00:00Z,12.586219945654049,4,2.5,7.718685495198466,4495,2,0,0,3,7,2250,0,2008,98042,47.3663,-122.114,7.718685495198466,4500,0.625,Region 1,factor 3,Block 3
2799800710,2015-04-07T00:00:00Z,12.614865543731012,3,2.5,7.791522819150732,4750,2,0,0,3,8,2420,0,2003,98042,47.3663,-122.122,7.897296472595885,4750,0.8333333333333334,Region 1,factor 3,Block 3
7922800400,2014-08-27T00:00:00Z,13.765269341527528,5,3.25,8.086410275323782,14342,2,0,4,4,8,3250,0,1968,98008,47.588,-122.116,7.992944547318106,11044,0.65,Region 1,factor 3,Block 4
8079040320,2015-02-23T00:00:00Z,12.971540487669746,4,3,7.52294091807237,9976,2,0,0,3,8,1850,0,1991,98059,47.5059,-122.149,7.727535110475448,8542,0.75,Region 1,factor 3,Block 2
1516000055,2014-12-10T00:00:00Z,13.38472764187182,3,2.25,7.673223121121708,21235,1,0,3,4,8,1590,560,1959,98166,47.4336,-122.339,7.851661177889265,18900,0.75,Region 2,factor 3,Block 3
9558200045,2014-08-28T00:00:00Z,12.57418196709457,3,1.75,7.138866999945524,8400,1,0,0,3,7,1260,0,1954,98148,47.4366,-122.335,7.162397497355718,8750,0.5833333333333334,Region 2,factor 3,Block 1
5072410070,2014-10-21T00:00:00Z,13.132313708257497,3,1.75,7.831617276352611,8690,2,0,0,5,8,2519,0,1973,98166,47.4428,-122.344,7.824046010856292,9500,0.5833333333333334,Region 2,factor 3,Block 3
9528102996,2014-12-07T00:00:00Z,13.215853720491667,3,1.75,7.3395376954076745,1044,3,0,0,3,8,1540,0,2014,98115,47.6765,-122.32,7.365180126021013,3090,0.5833333333333334,Region 2,factor 3,Block 2
1189001180,2014-06-03T00:00:00Z,12.959844447906553,3,2.25,7.414572881350589,6000,1,0,0,3,7,1110,550,1979,98122,47.6113,-122.297,7.272398392570047,4080,0.75,Region 2,factor 3,Block 2
3253500160,2014-11-20T00:00:00Z,12.668626720622465,3,2.75,7.926602599181384,3809,1.5,0,0,5,7,1770,1000,1925,98144,47.5747,-122.304,7.272398392570047,4000,0.9166666666666666,Region 2,factor 3,Block 4
3394100030,2014-09-09T00:00:00Z,13.790192749979985,4,2.5,7.908387159290043,11049,2,0,0,3,10,2720,0,1989,98004,47.5815,-122.192,7.919356190660617,11049,0.625,Region 1,factor 3,Block 4
3717000160,2014-10-09T00:00:00Z,12.567237494741757,4,2.5,7.7142311448490855,4648,2,0,0,3,7,2240,0,2005,98001,47.3378,-122.257,7.7057128238944275,4557,0.625,Region 1,factor 3,Block 3
1274500060,2014-08-25T00:00:00Z,12.225875272826354,3,1,6.907755278982137,12070,1,0,0,4,7,1000,0,1968,98042,47.3621,-122.11,6.917705609835305,12635,0.3333333333333333,Region 1,factor 3,Block 1
1802000060,2014-06-12T00:00:00Z,14.09692301740246,5,2.25,8.070906088787819,20158,1,0,0,3,8,1600,1600,1965,98004,47.6303,-122.215,8.128585200374497,20158,0.45,Region 1,factor 3,Block 4
1525059190,2014-09-12T00:00:00Z,13.854731271117556,5,3.25,8.470101583882387,50094,1,0,0,4,11,3070,1700,1973,98005,47.6525,-122.16,8.169053149927343,38917,0.65,Region 1,factor 3,Block 4
1049000060,2015-01-05T00:00:00Z,12.691580461311874,3,2,7.138866999945524,5612,1,0,0,4,7,1260,0,1972,98034,47.7362,-122.179,7.402451520818244,4745,0.6666666666666666,Region 1,factor 3,Block 1
8820901275,2014-06-10T00:00:00Z,13.255144488638146,4,2,7.919356190660617,7807,1.5,0,0,5,7,2250,500,1916,98125,47.7168,-122.287,7.31986492980897,7807,0.5,Region 2,factor 3,Block 4
5416510140,2014-07-10T00:00:00Z,12.793859310432293,4,2.5,7.77485576666552,5000,2,0,0,3,8,2380,0,2005,98038,47.3608,-122.036,7.791522819150732,5000,0.625,Region 1,factor 3,Block 3
3444100400,2015-03-16T00:00:00Z,12.762827201184564,3,1.75,7.489970898834801,50529,1,0,0,5,7,1090,700,1965,98042,47.3511,-122.073,7.570443252057374,50529,0.5833333333333334,Region 1,factor 3,Block 2
3276920270,2014-11-05T00:00:00Z,13.632188500836737,4,4,8.140315540159985,35102,2,0,0,4,10,2390,1040,1986,98075,47.5822,-121.987,8.083328608786376,35020,1,Region 1,factor 1,Block 4
4036801170,2014-10-13T00:00:00Z,12.84792653170257,4,1.75,7.473069088032197,7300,1,0,0,3,7,880,880,1956,98008,47.6034,-122.125,7.426549072397305,7500,0.4375,Region 1,factor 3,Block 2
2391600320,2015-04-20T00:00:00Z,13.081541382884074,3,1,6.946975992135418,5060,1,0,0,3,7,1040,0,1941,98116,47.5636,-122.394,6.7912214627261855,5060,0.3333333333333333,Region 2,factor 3,Block 1
6300000287,2014-06-09T00:00:00Z,12.92391243868049,3,1,7.251344983372214,5060,1,0,0,4,7,910,500,1956,98133,47.7073,-122.34,7.029972911706386,5693,0.3333333333333333,Region 2,factor 3,Block 1
1531000030,2015-03-23T00:00:00Z,13.487006490992238,4,2.5,8.146129510025405,39683,2,0,0,3,10,3450,0,2002,98010,47.342,-122.025,8.116715624819111,39750,0.625,Region 1,factor 3,Block 4
5104520400,2014-12-02T00:00:00Z,12.873902018105829,3,2.5,7.762170607138205,5100,2,0,0,3,8,2350,0,2003,98038,47.3512,-122.008,7.762170607138205,5363,0.8333333333333334,Region 1,factor 3,Block 3
7437100340,2014-12-22T00:00:00Z,12.793859310432293,4,2.5,7.549609165154532,5889,2,0,0,3,7,1900,0,1992,98038,47.349,-122.031,7.533693709848633,6405,0.625,Region 1,factor 3,Block 2
9418400240,2014-10-28T00:00:00Z,12.779873068457553,2,1,7.61085279039525,6720,1,0,0,3,7,1010,1010,1948,98118,47.5474,-122.291,7.450079569807499,6720,0.5,Region 2,factor 3,Block 3
1523059105,2015-01-28T00:00:00Z,12.782686009834167,3,1.5,7.426549072397305,8712,1,0,0,3,8,1680,0,1964,98059,47.4811,-122.149,7.52294091807237,8797,0.5,Region 1,factor 3,Block 2
1133000671,2014-06-02T00:00:00Z,12.66032791780777,3,1,6.866933284461882,6634,1,0,0,3,6,960,0,1952,98125,47.7264,-122.31,7.358830898342354,7203,0.3333333333333333,Region 2,factor 3,Block 1
4232902595,2014-11-14T00:00:00Z,13.753635154246187,3,1.5,7.668561108015897,3600,2,0,0,3,9,1900,240,1925,98119,47.6337,-122.365,7.61085279039525,4800,0.5,Region 2,factor 3,Block 3
2599001200,2014-11-03T00:00:00Z,12.628067055589549,5,2.25,7.886081401775745,8400,1.5,0,0,5,7,2660,0,1961,98092,47.2909,-122.189,7.371489295214277,8165,0.45,Region 1,factor 3,Block 4
3342103156,2014-06-18T00:00:00Z,13.041153321978786,3,3.25,7.926602599181384,6278,2,0,0,3,9,1980,790,2006,98056,47.5228,-122.199,7.549609165154532,7349,1.0833333333333333,Region 1,factor 2,Block 4
1332700270,2014-05-19T00:00:00Z,12.2783933071098,2,2.25,7.383989457978509,2040,2,0,0,4,7,1610,0,1979,98056,47.518,-122.194,7.575584651557793,2025,1.125,Region 1,factor 2,Block 2
3869900162,2014-09-04T00:00:00Z,12.721885810807203,2,1.75,6.937314081223682,1066,2,0,0,3,7,765,265,2006,98136,47.5394,-122.387,6.937314081223682,1106,0.875,Region 2,factor 3,Block 1
2791500270,2014-05-22T00:00:00Z,12.402872221504781,4,2.5,7.590852123688581,7403,2,0,0,3,7,1980,0,1988,98023,47.2897,-122.372,7.590852123688581,7510,0.625,Region 1,factor 3,Block 3
5036300431,2015-03-11T00:00:00Z,13.910711640908662,5,2.75,8.166216268592143,6353,2,0,0,4,10,3520,0,2001,98199,47.6506,-122.391,7.832014180505469,6250,0.55,Region 2,factor 3,Block 4
4168000060,2015-02-26T00:00:00Z,11.938193200374572,3,1,7.090076835776092,10500,1,0,0,3,7,1200,0,1962,98023,47.322,-122.351,7.2078598714324755,10500,0.3333333333333333,Region 1,factor 3,Block 1
6021501535,2014-07-25T00:00:00Z,12.971540487669746,3,1.5,7.365180126021013,5000,1,0,0,3,8,1290,290,1939,98117,47.687,-122.386,7.358830898342354,4500,0.5,Region 2,factor 3,Block 2
6021501535,2014-12-23T00:00:00Z,13.458835614025542,3,1.5,7.365180126021013,5000,1,0,0,3,8,1290,290,1939,98117,47.687,-122.386,7.358830898342354,4500,0.5,Region 2,factor 3,Block 2
1483300570,2014-09-08T00:00:00Z,13.715690222682063,4,2.5,8.101677747454572,10250,1,0,0,3,7,2390,910,1946,98040,47.5873,-122.249,7.575584651557793,6045,0.625,Region 1,factor 3,Block 4
3422049190,2015-03-30T00:00:00Z,12.419165860990882,3,1.75,7.580699752224563,15681,1,0,0,3,7,1960,0,1967,98032,47.3576,-122.277,7.4673710669175595,15616,0.5833333333333334,Region 1,factor 3,Block 3
1099611230,2014-09-12T00:00:00Z,12.201060103706629,4,1.5,7.05617528410041,6400,1,0,0,4,7,1160,0,1975,98023,47.3036,-122.378,7.05617528410041,6400,0.375,Region 1,factor 3,Block 1
0722079104,2014-07-11T00:00:00Z,12.65714826489039,3,1.75,7.501082124259871,41800,1,0,0,5,7,1210,600,1980,98038,47.4109,-121.958,7.408530566894626,135036,0.5833333333333334,Region 1,factor 3,Block 2
7338200240,2014-05-16T00:00:00Z,12.988831984779805,3,2.5,7.749322464660356,36847,2,0,2,3,9,2320,0,1992,98045,47.4838,-121.714,7.843848638152472,35065,0.8333333333333334,Region 1,factor 3,Block 3
1952200240,2014-06-11T00:00:00Z,13.653967622617456,3,2.5,7.635303886259415,13241,1.5,0,0,5,9,1270,800,1910,98102,47.6415,-122.315,7.696212639346407,4500,0.8333333333333334,Region 2,factor 3,Block 3
5200100125,2014-10-27T00:00:00Z,13.226723392728571,3,2,7.590852123688581,3478,1.5,0,0,4,7,1440,540,1929,98117,47.6775,-122.372,7.383989457978509,3478,0.6666666666666666,Region 2,factor 3,Block 3
7214720075,2014-12-12T00:00:00Z,13.458764182902971,3,2.25,7.691656822810547,107593,2,0,0,4,8,2190,0,1983,98077,47.7731,-122.08,7.851661177889265,47777,0.75,Region 1,factor 3,Block 3
2450000295,2014-10-07T00:00:00Z,13.899851706398024,3,2.5,7.979338895262328,8113,2,0,0,3,8,2920,0,1950,98004,47.5814,-122.196,7.7706452341291765,8113,0.8333333333333334,Region 1,factor 3,Block 4
6197800045,2014-09-24T00:00:00Z,12.577636201962656,3,1,7.098375638590786,33919,1,0,0,3,7,1210,0,1954,98058,47.4375,-122.184,7.402451520818244,14910,0.3333333333333333,Region 1,factor 3,Block 1
1328310370,2015-04-02T00:00:00Z,12.834681304952548,3,2.5,7.757906208351747,10005,1,0,0,4,8,1460,880,1978,98058,47.4431,-122.133,7.718685495198466,8162,0.8333333333333334,Region 1,factor 3,Block 3
0546000875,2014-05-23T00:00:00Z,13.038981768465277,3,1,7.4205789054108005,4005,1.5,0,0,4,7,1170,500,1939,98117,47.6878,-122.38,7.122866658599083,4005,0.3333333333333333,Region 2,factor 3,Block 2
3530510041,2014-07-23T00:00:00Z,12.146853285870202,2,1.75,7.122866658599083,2493,1,0,0,4,8,1240,0,1985,98198,47.3813,-122.322,7.146772179452637,4966,0.875,Region 2,factor 3,Block 1
1853000400,2015-03-05T00:00:00Z,13.42984807715229,4,2.5,8.0519780789023,28037,2,0,0,4,10,3140,0,1991,98077,47.7304,-122.082,8.003028666384733,35001,0.625,Region 1,factor 3,Block 4
3134100116,2014-08-27T00:00:00Z,13.060487973686241,5,1.75,7.615791072035833,12342,2,0,0,4,7,2030,0,1942,98052,47.6417,-122.109,7.824046010856292,9433,0.35,Region 1,factor 3,Block 3
9545230140,2014-07-25T00:00:00Z,13.30092788532057,4,2.5,7.745002803515839,9624,2,0,0,3,8,2310,0,1984,98027,47.5386,-122.053,7.570443252057374,9636,0.625,Region 1,factor 3,Block 3
3362400511,2015-03-04T00:00:00Z,13.253391639810733,3,1.75,7.138866999945524,3328,1,0,0,5,6,700,560,1905,98103,47.6823,-122.349,7.22983877815125,3536,0.5833333333333334,Region 2,factor 3,Block 1
2525310310,2014-09-16T00:00:00Z,12.515393893085436,3,1.75,7.3395376954076745,12600,1,0,0,4,7,1160,380,1980,98038,47.3624,-122.031,7.3395376954076745,11656,0.5833333333333334,Region 1,factor 3,Block 2
6126500060,2014-11-24T00:00:00Z,12.706696406811568,3,1.75,7.640123172695364,5969,1,0,2,3,7,1080,1000,1971,98108,47.5474,-122.295,7.644919344958857,5500,0.5833333333333334,Region 2,factor 3,Block 3
8961960160,2014-10-28T00:00:00Z,13.081541382884074,4,2.5,8.080237416216702,16171,2,0,3,3,9,2520,710,2001,98001,47.3183,-122.253,7.878534196140362,8517,0.625,Region 1,factor 3,Block 4
3626039325,2014-11-21T00:00:00Z,13.51508091268999,3,3.5,8.384804003370492,6350,2,0,0,3,8,2780,1600,1900,98117,47.6981,-122.368,7.512071245835466,6350,1.1666666666666667,Region 2,factor 2,Block 4
3362400431,2014-06-26T00:00:00Z,13.158695306651719,3,3.5,7.371489295214277,1102,3,0,0,3,8,1590,0,2010,98103,47.6824,-122.347,7.3901814282264295,3166,1.1666666666666667,Region 2,factor 2,Block 2
4060000240,2014-06-23T00:00:00Z,12.232836282799388,2,1,6.779921907472252,6780,1,0,0,4,6,880,0,1945,98178,47.5009,-122.248,7.081708586105575,6780,0.5,Region 2,factor 3,Block 1
3454800060,2015-01-08T00:00:00Z,12.054086288532291,4,2,7.358830898342354,9600,1,0,0,3,6,1570,0,1950,98168,47.4965,-122.303,7.539027055823995,9000,0.5,Region 2,factor 3,Block 2
1695900060,2015-05-11T00:00:00Z,13.190022025878143,4,1,7.383989457978509,2982,1.5,0,0,4,7,1610,0,1925,98144,47.587,-122.294,7.383989457978509,4040,0.25,Region 2,factor 3,Block 2
7278700070,2015-01-02T00:00:00Z,13.399995114002609,3,2.5,7.783224016336037,6474,1,0,2,3,8,1560,840,1964,98177,47.7728,-122.386,7.757906208351747,10856,0.8333333333333334,Region 2,factor 3,Block 3
6675500070,2014-11-19T00:00:00Z,12.877740794412995,3,2,7.27931883541462,9132,1,0,0,3,7,1450,0,1987,98034,47.7288,-122.226,7.365180126021013,9104,0.6666666666666666,Region 1,factor 3,Block 2
3626039187,2015-04-06T00:00:00Z,12.886641043883259,2,1,6.646390514847729,6000,1,0,0,3,6,770,0,1953,98117,47.6999,-122.364,7.444248649496705,6000,0.5,Region 2,factor 3,Block 1
3524049083,2014-11-04T00:00:00Z,13.005829561148378,4,1.75,7.649692623711514,4400,1.5,0,0,5,7,1720,380,1924,98118,47.5299,-122.266,7.52294091807237,4400,0.4375,Region 2,factor 3,Block 3
3275860240,2014-06-18T00:00:00Z,13.554145793829866,3,2.25,7.975908360165538,10204,2,0,0,3,9,2910,0,1990,98052,47.6897,-122.098,7.90100705199242,13992,0.75,Region 1,factor 3,Block 4
4389200955,2015-03-02T00:00:00Z,14.187074114396758,4,2.75,7.919356190660617,17789,1.5,0,0,3,8,1980,770,1914,98004,47.6141,-122.212,8.026170194946426,11275,0.6875,Region 1,factor 3,Block 4
4058801670,2014-07-17T00:00:00Z,13.005829561148378,3,2.25,7.649692623711514,8201,1,0,2,3,8,1620,480,1967,98178,47.5091,-122.244,7.886081401775745,8712,0.75,Region 2,factor 3,Block 3
